tick,scenario,value
0,policy_low,1.0
1,policy_low,1.0
2,policy_low,1.0
3,policy_low,1.0
4,policy_low,0.9999948319774374
5,policy_low,0.9667736292063174
6,policy_low,0.9469508026176503
7,policy_low,0.9122279232079924
8,policy_low,0.9162101185676045
9,policy_low,0.9060300427711635
10,policy_low,0.893042818244088
11,policy_low,0.861473928861726
12,policy_low,0.8806075182027476
13,policy_low,0.8878968891421042
14,policy_low,0.9150546957424478
15,policy_low,0.9144114097380097
16,policy_low,0.896786614776009
17,policy_low,0.8809638180667297
18,policy_low,0.8804481315458484
19,policy_low,0.9193953560971054
20,policy_low,0.904236548204455
21,policy_low,0.893845933660317
22,policy_low,0.8979621913371905
23,policy_low,0.9143327041581572
24,policy_low,0.9076780822131019
25,policy_low,0.9257455656370037
26,policy_low,0.897755679834125
27,policy_low,0.9327816150057399
28,policy_low,0.9383147333132165
29,policy_low,0.9383156641737264
30,policy_low,0.9358501322989151
31,policy_low,0.9416887418449202
32,policy_low,0.9326044439070542
33,policy_low,0.9389798539287725
34,policy_low,0.9512277621621018
35,policy_low,0.9483824026481674
36,policy_low,0.9518470847679569
37,policy_low,0.9481129100163217
38,policy_low,0.9664448569625121
39,policy_low,0.9544696598491368
40,policy_low,0.9693323551950639
41,policy_low,0.9782793284454913
42,policy_low,0.9902239906027894
43,policy_low,0.9899729870050725
44,policy_low,0.9811060657433458
45,policy_low,0.9741201061050021
46,policy_low,0.9910256713500677
47,policy_low,0.9804830544076747
48,policy_low,0.9804376954848658
49,policy_low,0.984495291926264
50,policy_low,0.9903056713987068
51,policy_low,0.994889713985802
52,policy_low,0.9922317667368087
53,policy_low,0.9910083113846998
54,policy_low,0.9957173011860277
55,policy_low,0.9999992536584359
56,policy_low,0.9999880023487622
57,policy_low,0.9999843548665316
58,policy_low,0.9927499331666012
59,policy_low,0.9999946090472538
60,policy_low,0.9920404877279653
61,policy_low,0.9919953564163145
62,policy_low,0.9957318993872578
63,policy_low,0.9999862526878837
64,policy_low,0.9960565968372528
65,policy_low,0.9999952590447027
66,policy_low,0.9951844783323753
67,policy_low,0.9999934732920376
68,policy_low,0.9999909125462342
69,policy_low,0.9999928719535718
70,policy_low,0.9999920256701468
71,policy_low,0.9994061482699662
72,policy_low,0.9999878958792742
73,policy_low,0.9999917308892531
74,policy_low,0.9999966695488904
75,policy_low,0.9999866548991274
76,policy_low,0.9999936099720164
77,policy_low,0.999993747259531
78,policy_low,0.9963506315864109
79,policy_low,0.9999873081121297
80,policy_low,0.9988697589436224
81,policy_low,0.999992187480822
82,policy_low,0.9999892185204478
83,policy_low,0.9999776017159387
84,policy_low,0.9999890118466725
85,policy_low,0.999992877376136
86,policy_low,0.9999947206401668
87,policy_low,0.9999782334316784
88,policy_low,0.9999948884088128
89,policy_low,0.996569455782148
90,policy_low,0.9999894325266221
91,policy_low,0.9999882463724791
92,policy_low,0.9999879888741953
93,policy_low,0.9999834649452207
94,policy_low,0.9999950724926772
95,policy_low,0.9999914444266963
96,policy_low,0.9999930686512446
97,policy_low,0.9999924360752813
