run,time,country,Yprod,Export,Import,nFirm,avWage,nOccupied,avPhi,phiCountry,nBank,publicDeficit,publicDebt,avPrice,bankLoan,bankBonds,cbBonds,netWorthFirm,enteringFirm,exitingFirm,enteringFirmTradable,exitingFirmTradable,enteringBank,exitingBank,netWorthBank,nFirmTradable,nfirmNotTradable,netWorthFirmTradable,avPhiTradable,avPhiNotTradable,avPCTradable,avPCNotTradable,Saving,nCreditLink,averageFirmProfit,adjust,Ysold,Salvatage,badDebt,taxRate,G,creditCapitalInflow,creditCapitalOutflow,creditBondInflow,creditBondOutflow,ExpenditureC,disposableIncomeC,productionSoldValue,changeInventoryValue,inventoryQuantity,rDiscount,loanDemanded,averageInterestRate,inventoryValue,productionQuantity,EnterValue,innovationExpenditure,labPolicy,nWorkerDesired,whichPolicy,HI,profitRate,wageShare,xESum,xESumTradable,innovationExpenditureCorr,probInn,innSuccess,innovationExpenditureWeighted,loanReceived,xProducing,CA,PrivateSaving,diffCreditFlow,diffBondFlow
42,17,0,28.474377814060052,8.384472345420459,0,84,1.4237188907030025,20.0,1.0042417503796837,1.0023254446353207,9,167.6341319983584,3302.44441961321,1.41774074659571,764.8803705539502,0,3302.44441961321,659.5975271063497,0,0,0,0,0,0,360.7840109201739,38,46,297.2761523040918,1.0033849757012527,1.0,1.4438828066272593,1.391378221711887,403.4094148069805,168,-0.04076373125051649,no,28.474377814060052,0,0,0.45,200.0,477.22682790905,451.29920324298365,0,0,20.089905468639593,227.2542670200674,28.474377814060052,0.0,0.0,0.03727603274596718,790.8079952200166,0.04241243746353188,0.0,20.084333389184835,0,0.5871566684092067,no,1098.9933932515255,nn,0.1369519199162867,-0.18315745560931096,1.0,847.7576359193422,379.97824912839064,0.42308860145348476,0.32813433371051215,1,0.05498987312483887,790.8079952200166,1017.3091631032103,7.642396173120556,175.27652817147973,-0.7420761722999032,0
42,17,1,30.472190967931944,0,8.384472345420459,83,1.5236095483965968,20.0,1.0109275956436947,1.0073419789819302,9,170.28376669115175,3331.8093248867694,1.5102326445058256,910.0660375265584,0,3331.8093248867694,619.9327438918427,0,0,0,0,0,0,363.80742362484233,36,47,278.3032159097376,1.0,1.0148671391228334,1.429162042558861,1.5102326445058256,369.8099048779239,166,-0.05011071526376419,no,30.472190967931944,0,0,0.45,200.0,451.29920324298365,477.22682790905,0,0,38.8566633133524,226.6677160595663,30.472190967931944,0.0,0.0,0.03727603274596718,884.1384128604919,0.04059653509400134,0.0,20.177150241579486,0,0.6172556247246284,no,1079.4051958773262,nn,0.11312799764152873,-0.22224630494455536,0.9980456377617138,836.4369368158663,360.0,0.42642592850761635,0.3298498049285561,2,0.05824346152246941,884.1384128604919,1003.7243241790393,-7.642396173120556,162.6413705180305,0.7420761722999032,0
42,18,0,28.768083799465852,0,1.4461783434380833,84,1.4384041899732927,20.0,1.0020189933467403,1.002324742761688,9,170.92699102555858,3473.3714106387683,1.4355307877841281,916.9848496645486,0,3473.3714106387683,631.9742772421354,0,0,0,0,0,0,361.2613955116409,38,46,284.6717484490564,1.0084480277963277,1.0,1.4375604783145937,1.4338627451856676,412.8600411952778,168,-0.04370945283526317,no,28.768083799465852,0,0,0.45,200.0,355.342532818623,426.83021181862034,0,0,30.21426214290394,225.98598580608828,28.768083799465852,0.0,0.0,0.04431114797142862,845.4971706645514,0.04473270292932721,0.0,20.040032609730368,0,0.4742785490245488,no,1098.9933932515255,nn,0.10118398161415149,-0.18606566330189125,1.0,847.7576359193422,379.97824912839064,0.3337553299477425,0.25911484534973195,0,0.04844181763548733,845.4971706645514,1017.3091631032103,2.2382800616900287,173.16527108724904,3.6844584051281117,0
42,18,1,30.993228950001647,1.4461783434380833,0,83,1.5496614475000823,20.0,1.0163834326093524,1.00745432192611,9,165.7400845470613,3497.5494094338305,1.5249029820896167,876.5098161350526,0,3497.5494094338305,587.9742401218608,0,0,0,0,0,0,364.460661834915,36,47,265.87046406397536,0,1.0109275956436947,1.4461783434380833,1.528976760707865,399.8272976226493,166,-0.05435357808083266,no,30.993228950001647,0,0,0.45,200.0,426.83021181862034,355.342532818623,0,0,29.547050606563563,228.80846579658294,30.993228950001647,0.0,0.0,0.04431114797142862,947.9974951350497,0.05350614078261325,0.0,20.324721843963324,0,0.6450661920363211,no,1079.250352614954,nn,0.13140616021205434,-0.23259213193670383,1.0,836.4369368158663,360.0,0.42396993762973334,0.3291746300114835,1,0.080489402861913,947.9974951350497,1003.7243241790393,-2.2382800616900287,163.50180448537083,-3.6844584051281117,0
42,19,0,29.516997761581493,11.836760926055685,0,84,1.4758498880790747,20.0,1.003026273583905,1.0023245965547656,9,162.25925031218145,3635.6306609509497,1.4714301259750757,913.8022119685082,0,3635.6306609509497,597.0255318348513,0,0,0,0,0,0,360.82836629747226,38,46,268.8619591786761,1.0044757241764763,1.0,1.468567208989782,1.4733530696271504,449.30298044488086,168,-0.0585381085795024,no,29.516997761581493,0,0,0.45,200.0,480.3307174113894,479.67148464969506,0,0,17.680236835525804,230.79903200153998,29.516997761581493,0.0,0.0,0.039401342611784254,914.4614447302029,0.0442916822759551,0.0,20.060074372897184,0,0.4308294502207334,no,1098.9933932515257,nn,0.12270538152261296,-0.24814745954543058,1.0,847.7576359193422,379.97824912839064,0.2994225354953788,0.23386335791152135,0,0.03456686867361708,914.4614447302029,1017.3091631032103,12.685889090736364,174.94513940291876,0.8491281646806783,0
42,19,1,32.02889938016254,0,11.836760926055685,83,1.6014449690081267,20.0,1.018199630532071,1.0074284106375793,9,162.69844599093824,3660.2478554247687,1.5758926653288425,1017.7424417768516,0,3660.2478554247687,547.2337250321016,0,0,0,0,0,0,364.9671440068622,36,47,249.9899359557767,1.0,1.0172312291645442,1.4461783434380833,1.5758926653288425,407.7527122973117,166,-0.07444810731898797,no,32.02889938016254,0,0,0.45,200.0,479.67148464969506,480.3307174113894,0,0,43.865660306218224,231.3838911913777,32.02889938016254,0.0,0.0,0.039401342611784254,1017.0832090151567,0.04544922959162373,0.0,20.324289899197577,0,0.752037499629391,no,1079.250352614954,nn,0.16968410153226,-0.36161886250798736,0.9982984815296512,836.4369368158663,360.0,0.48953425721915267,0.37765952939291303,1,0.09177838203014334,1017.0832090151567,1003.7243241790393,-12.685889090736364,150.01255690020102,-0.8491281646806783,0
42,20,0,30.08323075095872,3.5763606425155103,1.481604405090272,84,1.504161537547936,20.0,1.001602179944728,1.0023233840677104,9,164.62748343340598,3800.2581443843555,1.5017740963201458,1203.34351799591,0,3800.2581443843555,562.0746292448682,0,0,0,0,0,0,361.4970049126447,38,46,253.28120620237547,1.007531850248182,1.0,1.5078109045192074,1.4977335625221295,459.4617666322382,168,-0.06218196084911183,no,30.08323075095872,0,0,0.45,200.0,419.6868295389419,644.1503920689881,0,0,27.988474513533475,229.86030350016622,30.08323075095872,0.0,0.0,0.0427102131925313,978.8799554658638,0.03929647977684234,0.0,20.031794944840776,0,0.44902662652961295,no,1098.9933932515255,nn,0.15555868459323363,-0.2800808326861734,1.0,847.7576359193422,379.97824912839064,0.30445603606274263,0.23371343295821068,0,0.06602551424908021,978.8799554658638,1017.3091631032103,13.92396103357269,178.55144446697915,11.829204796147451,0
42,20,1,32.153951085969695,1.481604405090272,3.5763606425155103,83,1.6066984799661896,20.0,1.013174193191154,1.0078324902314397,9,160.73097196836596,3820.9788273931345,1.591435953157025,843.7639674423305,0,3820.9788273931345,506.3867332494797,0,0,0,0,0,0,365.7623824414569,36,47,234.20836141249904,0,1.018199630532071,1.481604405090272,1.5971550464196298,436.7576253085045,165,-0.08066362939745131,no,32.153951085969695,0,0,0.45,200.0,644.1503920689881,419.6868295389419,0,0,34.24870732339493,232.09071001343705,32.153951085969695,0.0,0.0,0.0427102131925313,1087.6822115594114,0.06276066548352016,0.0,20.20436387790788,0,0.7751807620308934,no,1066.8930782146576,nn,0.1290373517272119,-0.39382985549445926,0.9965282210111513,836.4369368158663,360.0,0.488076611647697,0.37293255433184147,2,0.07431299249021503,1068.227529972377,1003.7243241790393,-13.92396103357269,146.8070109347928,-11.829204796147451,0
42,21,0,30.806673303232532,7.5776556071322565,1.4661271067367103,84,1.5403336651616264,20.0,1.0019857443813964,1.002325221480494,9,152.85697115876155,3953.115115543117,1.5384890967601734,964.909656649279,0,3953.115115543117,520.9179704798233,0,0,0,0,0,0,362.58851232523125,38,46,234.63958395349428,1.0039959361933348,1.0,1.5370126065054905,1.5407082577297335,488.278204390253,167,-0.07900794577529127,no,30.806673303232532,0,0,0.45,200.0,651.9301229963772,582.4918861474372,0,0,24.695144802836978,235.78910922089395,30.806673303232532,0.0,0.0,0.03976522215332636,1052.1159805380373,0.049464177942855174,0.0,20.023978959686325,0,0.6801352368235127,no,1087.5577469676107,nn,0.10267264269172795,-0.359728197735744,0.9992260044483611,847.7576359193422,379.97824912839064,0.45183722515246344,0.347207432179908,1,0.05276330564307512,1034.3478934982193,1017.3091631032103,2.7428656725233607,155.59983683128488,-3.3686628278721855,0
42,21,1,32.133406027110034,1.4661271067367103,7.5776556071322565,101,1.6066703013555017,20.0,1.0196534525780223,1.0078581364150385,11,163.4369420849111,3984.4157694780456,1.5761980909965472,1350.9379416954475,0,3984.4157694780456,648.0727617405604,19,1,7,0,2,0,446.42311813311585,43,58,285.626358737359,1.0,1.0138601931688105,1.5450249624343755,1.5795889338962716,425.25723026034365,180,-0.07036097702564256,no,32.133406027110034,0,0,0.45,200.0,582.4918861474372,651.9301229963772,0,0,38.24493452750558,231.87586996662878,32.133406027110034,0.0,0.0,0.03976522215332636,1320.1122885691163,0.044438130821954885,0.0,20.386654577657666,270.9501207092692,0.2865693996113227,no,1287.677462498507,nn,0.07906668330391804,-0.3669262448967589,0.9999302093230605,1018.0664778503093,430.0,0.17866572348702187,0.13956349548756153,1,0.017695279842936253,1281.499704846507,1221.679773420371,-2.7428656725233607,160.69407641238772,3.3686628278721855,0
